i love you,0.0,-0.05414605140686035,-0.11304876208305359,-0.16569656133651733,-0.21667030453681946,-0.06039708852767944,-0.07108324766159058,-0.08030179142951965,-0.08944547176361084,-0.015936970710754395,-0.04256099462509155,-0.05520975589752197,-0.05337339639663696,0.0268172025680542,0.011130034923553467,-0.009297013282775879,-0.01692134141921997,0.06519407033920288,0.08446747064590454,0.10079115629196167,0.12038582563400269,0.0,-0.012796878814697266,-0.06888782978057861,-0.11547201871871948,-0.1558668613433838,-0.18477153778076172,-0.2932107448577881,-0.36489951610565186,-0.4285493493080139,-0.1987016797065735,-0.1494097113609314,-0.05718064308166504,-0.009853243827819824,-0.17381900548934937,-0.13640153408050537,-0.058589935302734375,-0.007917523384094238,-0.13949543237686157,-0.1961725950241089,-0.24346476793289185,-0.2836496829986572
i love you,0.0,-0.06111401319503784,-0.1260862648487091,-0.1796896755695343,-0.2326127290725708,-0.07713484764099121,-0.09046560525894165,-0.0979827344417572,-0.10534331202507019,-0.03303474187850952,-0.06334000825881958,-0.07196664810180664,-0.06766515970230103,0.011270701885223389,-0.009705603122711182,-0.02696150541305542,-0.03231167793273926,0.05300980806350708,0.07628649473190308,0.09238076210021973,0.1073119044303894,0.0,-0.02326786518096924,-0.09352660179138184,-0.15116101503372192,-0.18837475776672363,-0.2140403389930725,-0.3244888186454773,-0.39488887786865234,-0.45762455463409424,-0.22257810831069946,-0.20974016189575195,-0.1127287745475769,-0.05187332630157471,-0.2024865746498108,-0.20009320974349976,-0.11215585470199585,-0.05008566379547119,-0.17163008451461792,-0.24160826206207275,-0.2970582842826843,-0.3509490489959717
i love you,0.0,-0.060530662536621094,-0.12303709983825684,-0.1755237579345703,-0.22660228610038757,-0.07542407512664795,-0.0895620584487915,-0.09740415215492249,-0.10446837544441223,-0.032818734645843506,-0.05676746368408203,-0.06570690870285034,-0.06350290775299072,0.011456012725830078,-0.0067449212074279785,-0.025092124938964844,-0.03306609392166138,0.05394470691680908,0.07774543762207031,0.09175527095794678,0.10477185249328613,0.0,-0.030021309852600098,-0.11266016960144043,-0.1703958511352539,-0.20797985792160034,-0.2267460823059082,-0.34156185388565063,-0.41133058071136475,-0.47301220893859863,-0.2293282151222229,-0.23892658948898315,-0.1397024393081665,-0.07324206829071045,-0.21158069372177124,-0.23120331764221191,-0.14112591743469238,-0.0799972414970398,-0.18467342853546143,-0.2661867141723633,-0.3241986632347107,-0.3847663998603821
i love you,0.0,-0.06226050853729248,-0.1259150505065918,-0.17806825041770935,-0.22893750667572021,-0.07840168476104736,-0.09424036741256714,-0.1027933657169342,-0.1105242371559143,-0.036285996437072754,-0.06180691719055176,-0.06840986013412476,-0.06404328346252441,0.0071942806243896484,-0.012564480304718018,-0.02850174903869629,-0.03451871871948242,0.04942822456359863,0.06817203760147095,0.08211565017700195,0.09669482707977295,0.0,-0.03215789794921875,-0.12762385606765747,-0.18988549709320068,-0.2249433398246765,-0.23892337083816528,-0.3564716577529907,-0.4266192317008972,-0.48885297775268555,-0.23971474170684814,-0.26074230670928955,-0.16596299409866333,-0.1024789810180664,-0.22284990549087524,-0.25020188093185425,-0.16318672895431519,-0.10562938451766968,-0.1988924741744995,-0.28257977962493896,-0.33860158920288086,-0.3982335925102234
i love you,0.0,-0.06058257818222046,-0.12285655736923218,-0.17451032996177673,-0.22779175639152527,-0.07887923717498779,-0.09303057193756104,-0.10000643134117126,-0.10659566521644592,-0.03491699695587158,-0.05848413705825806,-0.06442028284072876,-0.06115388870239258,0.008622527122497559,-0.00759965181350708,-0.023468732833862305,-0.03172367811203003,0.04971581697463989,0.0698583722114563,0.08583086729049683,0.100827157497406,0.0,-0.0335845947265625,-0.12956076860427856,-0.19453614950180054,-0.22902250289916992,-0.24334174394607544,-0.3600996136665344,-0.42993783950805664,-0.49263274669647217,-0.2427557110786438,-0.26738107204437256,-0.1700047254562378,-0.10509508848190308,-0.22585248947143555,-0.26185810565948486,-0.17177492380142212,-0.11156541109085083,-0.20056688785552979,-0.28431016206741333,-0.3409077525138855,-0.4039430022239685
i love you,0.0,-0.064639151096344,-0.12911030650138855,-0.18010753393173218,-0.2316698431968689,-0.08581894636154175,-0.10056030750274658,-0.10776123404502869,-0.11513856053352356,-0.04414910078048706,-0.06516522169113159,-0.07015883922576904,-0.06721639633178711,-0.001543581485748291,-0.014972507953643799,-0.029864192008972168,-0.03785771131515503,0.04024726152420044,0.05976212024688721,0.07552820444107056,0.09018266201019287,0.0,-0.02942603826522827,-0.11943119764328003,-0.18456214666366577,-0.21974128484725952,-0.23377752304077148,-0.3503851890563965,-0.41978687047958374,-0.48202407360076904,-0.23356229066848755,-0.26302099227905273,-0.170246422290802,-0.10615509748458862,-0.21984565258026123,-0.2576318383216858,-0.17111140489578247,-0.1118118166923523,-0.20027071237564087,-0.2814711332321167,-0.3356451988220215,-0.39556992053985596
i love you,0.0,-0.06436038017272949,-0.12959852814674377,-0.18066206574440002,-0.23086148500442505,-0.08707541227340698,-0.10194253921508789,-0.10884830355644226,-0.11552971601486206,-0.045380592346191406,-0.06478613615036011,-0.06924945116043091,-0.06646871566772461,-0.0028159618377685547,-0.015079498291015625,-0.03169512748718262,-0.0427173376083374,0.03856116533279419,0.05886828899383545,0.07372522354125977,0.08548569679260254,0.0,-0.026338696479797363,-0.11892026662826538,-0.1860039234161377,-0.2220616340637207,-0.23324716091156006,-0.34952157735824585,-0.41965943574905396,-0.48223501443862915,-0.23338139057159424,-0.26641595363616943,-0.17448347806930542,-0.11070036888122559,-0.21998918056488037,-0.2593998908996582,-0.1766873002052307,-0.1202964186668396,-0.20024991035461426,-0.28311997652053833,-0.3376394510269165,-0.3985145688056946
i love you,0.0,-0.06459653377532959,-0.13128310441970825,-0.18356740474700928,-0.23484671115875244,-0.08848166465759277,-0.10357129573822021,-0.10997238755226135,-0.1157534122467041,-0.04615283012390137,-0.0669320821762085,-0.07035189867019653,-0.06614059209823608,-0.0028597116470336914,-0.015638113021850586,-0.03185850381851196,-0.04252135753631592,0.03946191072463989,0.05892503261566162,0.07363951206207275,0.08521747589111328,0.0,-0.026699364185333252,-0.12057077884674072,-0.18601495027542114,-0.21863389015197754,-0.23269641399383545,-0.3498661518096924,-0.4207916855812073,-0.4844229221343994,-0.232402503490448,-0.2693018317222595,-0.17764753103256226,-0.11294549703598022,-0.21858859062194824,-0.2611050605773926,-0.17779147624969482,-0.12001729011535645,-0.1988849639892578,-0.28360307216644287,-0.3396388292312622,-0.40167927742004395
i love you,0.0,-0.0653044581413269,-0.13291144371032715,-0.18629547953605652,-0.23833942413330078,-0.08991950750350952,-0.10533809661865234,-0.11155295372009277,-0.11743810772895813,-0.047935664653778076,-0.06805229187011719,-0.0701332688331604,-0.0661579966545105,-0.004500150680541992,-0.017228245735168457,-0.03171736001968384,-0.042111337184906006,0.03825724124908447,0.05755335092544556,0.07321900129318237,0.08507519960403442,0.0,-0.026061713695526123,-0.11833685636520386,-0.1830938458442688,-0.21508699655532837,-0.23477596044540405,-0.35335302352905273,-0.42520958185195923,-0.48883944749832153,-0.23438262939453125,-0.268899142742157,-0.17733389139175415,-0.11369597911834717,-0.22088688611984253,-0.2608485817909241,-0.17498594522476196,-0.11635011434555054,-0.20175063610076904,-0.285768985748291,-0.3412887454032898,-0.40359920263290405
i love you,0.0,-0.06611239910125732,-0.13604524731636047,-0.19100242853164673,-0.24432024359703064,-0.09453099966049194,-0.11004114151000977,-0.1162472665309906,-0.12197726964950562,-0.05177795886993408,-0.07233977317810059,-0.07308560609817505,-0.06770753860473633,-0.0074863433837890625,-0.020697176456451416,-0.03347492218017578,-0.04227399826049805,0.03591889142990112,0.05537819862365723,0.07119500637054443,0.08288371562957764,0.0,-0.023598909378051758,-0.11635702848434448,-0.18091434240341187,-0.2112675905227661,-0.2339584231376648,-0.35421228408813477,-0.4267112612724304,-0.4906963109970093,-0.23430025577545166,-0.268660306930542,-0.17684537172317505,-0.11330312490463257,-0.22231990098953247,-0.2635359764099121,-0.1756381392478943,-0.11604994535446167,-0.20508283376693726,-0.29027754068374634,-0.34485524892807007,-0.4066486358642578
